case_number,company_name,clean_name_1,clean_name_2,emp_1_city,emp_1_state,emp_1_zip,scrape_status
28-RC-179917,"Caesars Entertainment Services, LLC Flamingo Las Vegas Count Room",,,Las Vegas,NV,89109,
28-RC-179941,"North American Security, Inc.",american security,,Carson,CO,90746,
28-RC-180300,"IAP Worldwide Services, Inc.",,,Las Cruces,NM,88011,
28-RC-181487,"Atlas Logistics Group Retail Services (Phoenix), LLC, a subsidiary of Americold Logistics, LLC",americold,,Los Angeles,CA,90071,
28-RC-184268,"GNLV CORP., D/B/A GOLDEN NUGGET LAS VEGAS",,,Las Vegas,NV,89101,
28-RC-184880,"Flamingo CERP Manager, LLC on behalf of Flamingo Las Vegas Operating Company, LLC d/b/a Flamingo Las Vegas",,,South Las Vegas,NV,89109,
28-RC-187955,"Dyncorp International, LLC",DynCorp,,Fort Bliss,NM,79918,
28-RC-190784,"DTG Las Vegas Manager, LLC d/b/a Downtown Grand Las Vegas",,,Las Vegas,NV,89101,
28-RC-190991,"Life Line Ambulance Services, Inc.",,,Prescott,AZ,86305,
28-RC-191728,Apex Linen Service Inc.,apex,,Las Vegas,NV,89118,
28-RC-192442,Universal Services of America LP d/b/a Allied Universal Security Services,Universal Protection,Allied Universal,Las Vegas,NV,89101,
28-RC-192569,New Castle Corporation d/b/a Excalibur Hotel and  Casino,,,Las Vegas,NV,89109,
28-RC-192859,"REPUBLIC SILVER STATE DISPOSAL, INC., d/b/a REPUBLIC SERVICES OF SOUTHERN NEVADA, AND REPUBLIC DUMPCO, INC.",republic services,,Las Vegas,NV,89104,
28-RC-195038,GEO Corrections and Detention LLC,,,Hobbs,NM,88240,
28-RC-195137,The Bionetics Corporation,,,Tucson,AZ,85707,
28-RC-195484,"A Company Portable Restrooms, Inc.",,,North Las Vegas,NV,89032,
28-RC-195606,B3H Corporation,,,Indian Springs,NV,89018,
28-RC-198781,"Republic Silver State Disposal Services, Inc., A Nevada Corporation dba Republic Services of Southern Nevada",republic services,,North Las Vegas,NV,89032,
28-RC-199561,"URS Federal Services, Inc.",URS Federal,,Las Vegas,NV,89119,
28-RC-201744,Dyncorp International LLC,DynCorp,,Tucson,AZ,85707,
28-RC-201892,"Genesis Performance Group, Inc.",,,El Paso,TX,79927,
28-RC-201988,"Classic Industrial Services, Inc.",,,Fruitland,NM,87416,
28-RC-203653,"Station GVR Acquisition, LLC",,,Henderson,NV,89052,
28-RC-204189,"Total Transit Enterprises, L.L.C.",,,Tucson,AZ,85713,
28-RC-204741,California Hotel and Casino d/b/a Sam's Town Hotel and Gambling Hall,,,Las Vegas,NV,89122,
28-RC-204756,California Hotel and Casino d/b/a Sam's Town Hotel and Gambling Hall,,,Las Vegas,NV,89112,
28-RC-205445,Pacific Architects and Engineers Inc. (PAE),,,Marana,AZ,85653,
28-RC-207202,"The Diamond Group, Inc, A Subsidiary of Sectek, Inc.",sectek,sec-tek,Las Cruces,NM,88001,
28-RC-207673,MGI North American Services LLC,,,Scottsdale,AZ,85266,
28-RC-208266,"Station GVR Acquisition, LLC d/b/a Green Valley Ranch Resort Spa Casino",,,,,,
28-RC-208712,"Proactive Technologies, Inc.",,,Tucson,AZ,85707,
28-RC-210008,"URS Federal Services, Inc.",URS Federal,,Holloman Air Force Base,NM,88330,
28-RC-210758,"Louis Berger Services, Inc.",,,Fort Bliss,TX,79918,
28-RC-210824,"AB Car Rental Systems, Inc.",AB Car Rental,,El Paso,TX,79925,
28-RC-212365,"Transdev Services, Inc. d/b/a Transdev North America",Transdev,,North Las Vegas,NV,89032,
28-RC-213154,"CoreCivic of Tennessee, LLC",,,Eloy,AZ,85131,
28-RC-215084,"National Smart Health Care Services, Inc.",health care services,,Houston,TX,77002,
28-RC-215890,National Express Transit Service Corporation d/b/a National Express,,,Yuma,AZ,85365,
28-RC-216070,GNLV Corp. d/b/a Golden Nugget Las Vegas,,,Las Vegas,NV,89101,
28-RC-216950,Robertson Bright Industries LLC,,,Las Vegas,NV,89118,
28-RC-217301,GNLV Corp. d/b/a Golden Nugget Las Vegas,,,Las Vegas,NV,89101,
28-RC-217751,"Commonwealth Hospitality, LLC d/b/a Aloft Hotel Phoenix Airport",,,Phoenix,AZ,85030,
28-RC-217964,"FP Holdings, L.P., d/b/a Palms Casino Resort",,,Las Vegas,NV,89103,
28-RC-218426,NP Lake Mead LLC d/b/a Fiesta Henderson Casino Hotel,,,Henderson,NV,89015,
28-RC-219060,"CycleHop, LLC d/b/a Grid Bike Share",,,Phoenix,AZ,85007,
28-RC-221634,TransCanada USA Services Inc.,,,Coolidge,AZ,85128,
28-RC-221724,"Alpha-Omega Change Engineering, Inc.",,,Kirtland AFB,NM,87117,
28-RC-222049,"The Hertz Corporation and DTG Operations Inc., Joint Employers for the Petitioned-for Unit",,,El Paso,TX,79925,
28-RC-222555,"Delaware Resource Group of Oklahoma, LLC",,,Cannon AFB,NM,88103,
28-RC-222857,"DTG Las Vegas Manager, LLC d/b/a Downtown Grand Las Vegas",,,Las Vegas,NV,89101,
28-RC-223672,Bacik Group LLC,,,Tucson,AZ,85707,
28-RC-225788,Salmon Companies,,,North Little Rock,AR,72117,
28-RC-225828,Zenetex LLC,,,Yuma,AZ,85364,
28-RC-226220,"JT4, LLC",,,Newport News,VA,23606,
28-RC-226912,"GNLV, LLC d/b/a Golden Nugget Las Vegas Hotel and Casino",,,Las Vegas,NV,89101,
28-RC-228151,"SMSJ Tucson Holdings, LLC, dba, St. Joseph's Hospital",st joseph,saint joseph,Tucson,AZ,85711,
28-RC-228535,"RoySpa, LLC",,,Centervill,VA,20120,
28-RC-229564,Lockheed Martin Corporation d/b/a Lockheed Martin Rotary and Mission Systems,Lockheed,,Luke Air Force Base,AZ,85309,
28-RC-232718,Lockheed Martin Corporation d/b/a Lockheed Martin Rotary and Mission Systems,Lockheed,,Luke AFB,AZ,91663,
28-RC-234433,Lockheed Martin Corporation d/b/a Lockheed Martin Rotary and Mission Systems,Lockheed,,Litchfield,AZ,85340,
28-RC-234874,"Parball Newco, LLC d/b/a Bally’s Las Vegas",,,Las Vegas,NV,89109,
28-RC-236455,Hana Industries Inc.,,,Wayne,PA,19087,
28-RC-236837,"Alpha Omega Change Engineering, Inc.",,,Tampa,FL,33634,
28-RC-237981,Letter Ride LLC,,,Las Vegas,NV,89118,
28-RC-239046,"Mercy, Inc. d/b/a AMR Las Vegas",Mercy ,,Las Vegas,NV,89113,
28-RC-241766,"Firestop Commercial, LLC",,,Las Vegas,NV,89118,
28-RC-241776,BAE Systems Technology Solutions & Services Inc.,,,Luke AFB,AZ,85309,
28-RC-241876,"AMG Healthcare Services, Inc.",Healthcare services,,Miami,FL,33186,
28-RC-243786,Lockheed Martin Corporation d/b/a Lockheed Martin Rotary and Mission Systems,Lockheed,,Nellis AFB,NV,89191,
28-RC-244376,"Delaware Resource Group of Oklahoma, LLC",,,Holloman AFB,NM,88330,
28-RC-245389,"M 1 Support Services, LP",,,Denton,TX,76201,
28-RC-246005,CAE USA Mission Solutions Inc.,,,Albuquerque,NM,87117,
28-RC-246226,Huckstep Holdings Corp. d/b/a TechWise,,,Fort Bliss,TX,79916,
28-RC-246274,"United Site Services of Nevada, Inc.",,,North Las Vegas,NV,89032,
28-RC-246723,"Advanced IT Concepts, Inc.",,,Gilroy,CA,95020,
28-RC-247301,"AECOM Management Services, Inc.",aecom,,Creech AFB,NV,89018,
28-RC-247387,Universal Services of America LP d/b/a Allied Universal Security Services,Universal Protection,Allied Universal,Las Vegas,NV,89106,
28-RC-247464,"Western Wall Systems, LLC",,,Las Vegas,NV,89119,
28-RC-247781,Tenet Hospitals Limited d/b/a The Hospitals of Providence East Campus,Saint Vincent,Tenet,,,,
28-RC-248737,"GNLV, LLC d/b/a Golden Nugget Las Vegas Hotel & Casino",,,Las Vegas,NV,89101,
28-RC-249801,"Zenetex, LLC and Tyonek Services Group, Inc.; Joint Employers",,,San Diego,CA,92108,
28-RC-252160,"Magellan Healthcare, Inc.",,,Arlington,VA,22206,
28-RC-252235,"Decypher Technologies, Ltd.",,,Nellis Air Force Base,NV,89191,
28-RC-255454,"JCS Military Support Services, Inc.",,,Fort Bliss,TX,79916,
28-RC-255962,"Columbus Electric Cooperative, Inc.",,,Deming,NM,88030,
28-RC-256437,"Navajo Communications Co., Inc. d/b/a  Frontier Communications Corporation",CTSI,Frontier communications,Show Low,AZ,85901,
28-RC-256504,"Decypher Technologies, Ltd.",,,Nellis AFB,NV,89191,
28-RC-257985,"Kerberos International, Inc.",,,Reynoldsburg,OH,43068,
28-RC-260934,"ISS Action, Inc.",,,El Paso,TX,79924,
28-RC-261455,"Tyonek Services Group, Inc.",,,Yuma,AZ,85365,
28-RC-262364,"Diverse Staffing Services, Inc.",,,Nellis AFB,NV,89191,
28-RC-262438,"Operations Management International, Inc.",,,Albuquerque,NM,87109,
28-RC-264756,"Caesars Enterprise Service, LLC",,,Las Vegas,NV,89109,
28-RC-264884,"K Clean/Sweep-Rite, Inc.",,,El Paso,TX,79915,
28-RC-264893,"Delaware Resource Group of Oklahoma, LLC",,,Yuma,AZ,85369,
28-RC-264895,Lockheed Martin Rotary and Mission Systems Training and Logistics Solutions,Lockheed,,Yuma,AZ,85369,
28-RC-264953,"ISS Action, Inc.",,,Yuma,AZ,85365,
28-RC-266617,"Austin Maintenance & Construction, Inc.",,,Artesia,NM,88210,
28-RC-268049,Lockheed Martin Corporation d/b/a Lockheed Martin Global Training & Logistics,Lockheed,,Luke AFB,AZ,85309,
28-RC-269567,CAE USA Mission Solutions Inc.,,,Albuquerque,NM,87123,
28-RC-269986,"Phoenix Logistics, LLC",,,Fort Bliss,TX,79906,
28-RC-271442,"Emerge Solutions Group, LLC",,,Las Vegas,NV,89191,
28-RC-273421,Lockheed Martin d/b/a Lockheed Martin Rotary Mission Systems,Lockheed,,Luke AFB,AZ,85309,
28-RC-273518,"Veolia North America Regeneration Services, LLC",veolia,,El Paso,TX,79905,
28-RC-274820,"Wabtec US Rail, Inc.",,,Las Vegas,NV,89115,
28-RC-276077,"Comprehensive Health Services, LLC",,,El Paso,TX,79938,
28-RC-276105,"Destiny Management Services, LLC",,,Rockville,MD,20852,
28-RC-276307,"Champion Enterprises, Inc.",,,El Paso,TX,79904,
28-RC-277517,"Comprehensive Health Services, LLC",,,El Paso,TX,79938,
28-RC-277982,"Endurance Environmental Solutions, LLC",,,Las Vegas,NV,89165,
28-RC-278589,"ISS Action, Inc.",,,Tucson,AZ,85719,
28-RC-283312,"Majestic Terminal Services, Inc. d/b/a PrimeFlight Cargo",Primeflight,,El Paso,TX,79906,
28-RC-283942,"Siertek, Ltd.",,,Davis Monthan AFB,AZ,85707,
28-RC-288330,"CoreCivic of Tennessee, LLC d/b/a Central Arizona Florence Correctional Center",,,Florence,AZ,85132,
28-RC-288830,"Plaza Hotel & Casino, LLC",plaza hotel,Crowne plaza,Las Vegas,NV,89101,
28-RC-289597,"Absolute Staffers, LLC",,,Las Vegas,NV,89191,
28-RC-292558,"Quarterline Consulting Services, LLC",,,Albuquerque,NM,87108,
28-RC-294248,QualTek Wireless LLC,,,Henderson,NV,89074,
28-RC-294950,"Katmai Technical Services, LLC",,,Yuma,AZ,85365,
28-RC-296947,"Wolf Creek Federal Services, Inc.",,,Las Cruces,NM,88012,
28-RC-296969,"VZL Staffing Services, LLC d/b/a Zen Leaf Chandler",,,Chandler,AZ,85226,
28-RC-297543,"CoreCivic of Tennessee, LLC d/b/a Nevada Southern Detention Center",,,Pahrump,NV,89060,
28-RC-297812,"Stratosphere Gaming LLC, d/b/a The STRAT Hotel, Casino & Skypod",,,Las Vegas,NV,89104,
28-RC-298614,Raytheon Company,,,WSMR,NM,88002,
28-RC-299453,United Supermarkets d/b/a Albertsons Market,,,Carlsbad,NM,88220,
28-RC-299479,"VZL Staffing Services, LLC d/b/a Zen Leaf Local Joint",,,Phoenix,AZ,85034,
28-RC-299837,"Oldcastle Infrastructure, Inc. d/b/a Torrent Group Holdings, Inc.",Oldcastle,APG,Chandler,AZ,85225,
28-RC-302207,"GTM Arizona, LLC (Sunday Goods)",,,Tempe,AZ,85281,
29-RC-010030,Independent Residences,,,Woodhaven,NY,11421,
29-RC-011625,"The Closet Factory, Inc.",,,Long Island City,NY,11101,
29-RC-011633,"Global Equities Management, Inc.",,,Forest Hills,NY,11375,
29-RC-011648,Imagine ELC/Jamaica Kids,,,Jamaica,NY,11432,
29-RC-011685,ABM Cleaning Services,abm security,abm,,,,
29-RC-011689,Tex-Care,,,Brooklyn,NY,11219,
29-RC-011697,"Parking Company of American Airports, LLC d/b/a Avistar Airport Parking",,,East Elmhurst,NY,11369,
29-RC-011709,"Affiliated Computer Services, Inc.",,,Staten Island,NY,10314,
29-RC-011711,"Fleetwash, Inc.",,,Fairfield,NJ,7004,
29-RC-011724,Long Island College Hospital,,,,,,
29-RC-011726,"Super Plumbing, Inc.",,,,,,
29-RC-011727,AMC Transfer Inc.,,,Malverne,NY,11565,
29-RC-011730,Grenelefe Recyclers,,,Garden City,NY,11530,
29-RC-011734,"Tri-Messine Construction Co., Inc.",,,East Meadow,NY,11554,
29-RC-011746,1st Response Rail Service,,,Deer Park,NY,11729,
29-RC-011750,Rockaway Manor Home Care,manor care,,,,,
29-RC-011757,La Salle Bus Service,,,Brooklyn,NY,11231,
29-RC-011758,"La Salle Bus Service, Inc.",,,Brooklyn,NY,11231,
29-RC-011759,Regents Bus Services,,,Brooklyn,NY,11231,
29-RC-011760,MHA Realty,,,Flushing,NY,11377,
29-RC-011765,"Sports Publication Production, LLC, d/b/a Sports Eye Publications",,,New York,NY,10002,
29-RC-011774,"Institute for Community Living, Inc.",,,Brooklyn,NY,11212,
29-RC-011781,MVP Transportation,,,Staten Island,NY,10302,
29-RC-011783,New Island Hospital,,,Bethpage,NY,11714,
29-RC-011784,"Dynamic Science, Inc. (DSI)",,,Phoenix,AZ,85021,
29-RC-011786,Northshore University Hospital at Plainview,,,Plainview,NY,11803,
29-RC-011789,The Shade Store LLC,,,Long Island City,NY,11101,
29-RC-011799,"EMPIRE RENOVATIONS RECONSTRUCTIONS, INC.",,,Elmont,NY,11003,
29-RC-011800,Laparkan Group of Companies,,,Brooklyn,NY,11208,
29-RC-011805,Suffolk Learning Center,,,Bay Shore,NY,11706,
29-RC-011813,"Bedstuy Apple, LLC",,,Brooklyn,NY,11216,
29-RC-011814,"Flatbush Apple, LLC",,,Brooklyn,NY,11201,
29-RC-011815,"Triangle Junction Apple, LLC",,,Brooklyn,NY,11210,
29-RC-011816,"Sheepshead Apple, LLC",,,Brooklyn,NY,11235,
29-RC-011818,"North Shore Ambulance & Oxygen Service, Inc.",,,Flushing,NY,11368,
29-RC-011819,"Baumann & Sons, et al (see attachment  1)",,,Ronkonkoma,NY,11779,
29-RC-011821,"Astoria Apple, LLC",,,Astoria,NY,11101,
29-RC-011822,"Corner Hardware and Paint Center, Inc., a/k/a Corner Service Inc.",,,Brooklyn,NY,11210,
29-RC-011830,United Employees Health Plans,,,WESTBURY,NY,11590,
29-RC-011832,"Iridium Services, Inc.",,,Douglaston,NY,11362,
29-RC-011833,"Lackman Culinary Services, Inc.",,,Woodbury,NY,11797,
29-RC-011836,"Goya Foods, Inc.",,,Westport,NY,12993,
29-RC-011837,Hassel BMW,,,Freeport,NY,11520,
29-RC-011841,Pinnacle Bus Service Corp.,,,,,,
29-RC-011847,St. Vincents Pax Christi Hospice,,,Staten Island,NY,10314,
29-RC-011848,Control Building Services (TFS West),,,,,,
29-RC-011850,The Brooklyner by Paybrook Mngt. Co.,,,Brooklyn,NY,11201,
29-RC-011851,Country Imported Cars Corp.,,,Southampton,NY,11968,
29-RC-011864,"Planned Building Services, Inc.",Planned building,Planned lifestyle,Jamaica,NY,11432,
29-RC-011868,Global GP LCC,global gp,,,,,
29-RC-011870,Cristi Cleaning Services,,,Hackensack,NJ,7601,
29-RC-011871,"Planned Lifestyle Services, Inc.",Planned building,Planned lifestyle,Jamaica,NY,11432,
29-RC-011876,"Cam Held Enterprises, Inc., d/b/a Just Kids Early Childhood Learning Center",,,Lindenhurst,NY,11757,
29-RC-011877,"LK Automotive Enterprises, LLC., d/b/a Koeppel Suburu",,,Astoria,NY,11101,
29-RC-011884,The Fenceman,,,Commack,NY,11725,
29-RC-011885,Three Sons Striping and Supply Co. Inc.                                                             ,,,West Babylon,NY,11704,
29-RC-011886,Washington Memorial Park,,,,,,
29-RC-011887,McAllister Towing of New York LLC,,,New York,NY,10004,
29-RC-011889,Rejuvenol Laboratories,,,Amityville,NY,11701,
29-RC-011890,Viacom Outdoor a/k/a CBS Outdoor,CBS,KYW,Maspeth,NY,11378,
29-RC-011894,"Pelican Management, Inc.",,,Far Rockaway,NY,11691,
29-RC-011896,Vendrite Vending Corp.,,,Flushing,NY,11357,
29-RC-011897,J. Anthony Enterprises,,,Bohemia,NY,11716,
29-RC-011899,Rose Fence Company                                                                                  ,,,Baldwin,NY,11510,
29-RC-011900,ATM Contracting,,,Long Island City,NY,11101,
29-RC-011902,"Airway Maintenance, LLC",Airway,,Ronkonkoma,NY,11779,
29-RC-011905,Master Mix LLC,,,,,,
29-RC-011907,SECUR-IT,,,Flushing,NY,11358,
29-RC-011909,"Superior Scafolding Services, Inc.",,,Brooklyn,NY,11232,
29-RC-011914,M. S. Fish Corp.,,,Brooklyn,NY,11207,
29-RC-011915,"Tully Environmental, Inc. d/b/a Evergreen Recycling of  ",,,Flushing,NY,11368,
29-RC-011919,Tabernacle Day Care Grantee Program,,,Brooklyn,NY,11205,
29-RC-011927,Haskel Trading Inc.,,,West Babylon,NY,11704,
29-RC-011928,John J. Engeman Theatre,,,Northport,NY,11768,
29-RC-011930,Loop Loc,,,Bay Shore,NY,11706,
29-RC-011935,Alex Figliolia Water and Sewer LLC,,,Brooklyn,NY,11215,
29-RC-011936,Edge 11211 Condominiums C/O Clinton Management,,,Douglaston,NY,11363,
29-RC-011937,"Edge Community Apts. LLC, C/O Clinton Manangement",,,Douglaston,NY,11363,
29-RC-011943,Douglas Elliman Property Management/Belltel Lofts,,,Brooklyn,NY,11203,
29-RC-011945,V. Garofalo & Sons Carting Inc.,,,Brentwood,NY,11717,
29-RC-011951,Frontline Security,,,Long Island City,NY,11101,
29-RC-011957,Air Park,,,East Elmhurst,NY,11369,
29-RC-011963,Ridgewood Buswick Senior Center,,,Brooklyn,NY,11237,
29-RC-011968,Visiting Nurse Services of New York,,,Long Island City,NY,11101,
29-RC-011975,TRS Relocation,,,Staten Island,NY,10314,
29-RC-011994,Oak Hollow NC Corp. dba Oak Hollow Nursing Center,,,Middle Island,NY,11953,
29-RC-011996,"LM Hospitality Brooklyn, Inc., d/b/a Brooklyn Sheration  Hotel",,,Brooklyn,NY,11201,
29-RC-011998,Master Food Inc,,,Flushing,NY,11355,
29-RC-011999,"FJC Security Services, Inc., d/b/a Covenant Security and FJC Security",,,Woodbury,NY,11797,
29-RC-012002,Planned Lifestyle Services and/or Planned Security Services,Planned Lifestyle,,Parsippany,NJ,7054,
29-RC-012004,ASC Ambulette,,,Brooklyn,NY,11233,
29-RC-012006,Planned Buidling Services,,,Parsippany,NJ,7054,
29-RC-012011,Arverne Limited profit Housing Corp LPHC,,,Arverne,NY,11692,
29-RC-012012,MK Meat & Produce ,,,Brooklyn,NY,11210,
29-RC-012013,NY Cutting Inc,,,Brooklyn,NY,11205,
29-RC-012014,247 Hemstead Corp.,,,Brooklyn,NY,11226,
29-RC-012021,Iridium Services,,,Douglaston,NY,11362,
29-RC-012029,Aramark - CW Post Dining Services,Aramark,,Greenvale,NY,11548,
29-RC-012031,Grace Industries LLC,,,Plainview,NY,11803,
29-RC-012034,ASC Contracting Corp.,,,Astoria,NY,11106,
29-RC-012049,Fine Fare Supermarkets,,,Brooklyn,NY,11212,
29-RC-012051,"Demicco Brothers, Inc.",,,Bronx,NY,10461,
29-RC-012055,MVP Transportation,,,NEW YORK,NY,10035,
29-RC-012056,Raymour & Flanigan Furniture,,,Staten Island,NY,10314,
29-RC-012061,Macy's Furniture Gallery,,,Elmhurst,NY,11373,
29-RC-012062,Buena Vista Tortilleria Corp.,,,Brooklyn,NY,11206,
29-RC-012069,Riva Jewelry Inc.,,,Sunnyside,NY,11104,
29-RC-012072,"Mid-City Security Services, Inc.",,,Corona,NY,11368,
29-RC-012073,"Arthur Kill Bakery Center, LLC, d/b/a Bakery Central",,,Staten Island,NY,10309,
29-RC-012078,Catholic Charities Neighborhood Services,,,Brooklyn,NY,11201,
29-RC-012086,Castella Imports,,,Hauppauge,NY,11788,
29-RC-012087,"Fresh Direct, LLC",,,Long Island City,NY,11101,
29-RC-012094,St. Mary's Hospital for Children,,,Bayside,NY,11360,
29-RC-063516,First Group/First Student Inc.,First Student,,Center Moriches,NY,11934,
29-RC-063521,Estenson Logistics LLC,,,Calverton,NY,11933,
29-RC-063899,Canteen Vending Services,,,Amityville,NY,11701,
29-RC-066079,Bob's Discount Furniture,Bob's Discount,Bob's Furniture,Glendale,NY,11385,
29-RC-066477,Tower Isle Frozen Foods Ltd.,,,Brooklyn,NY,11233,
29-RC-069258,"K-Sea Transportation, Inc.",,,East Brunswick,NJ,8816,
29-RC-070796,"Dow Hotel Company, Hilton LI Huntington",,,Melville,NY,11747,
29-RC-072375,Global Electric Supply Company,,,Astoria,NY,11106,
29-RC-072695,"Allstate Power Vac, Inc.",Allstate power,ACV EVIRO,Brooklyn,NY,11237,
29-RC-073698,Healthy Heart Food Services Inc.,,,Brooklyn,NY,11206,
29-RC-074084,America Inflight Supplies & Services LLC.,,,Brooklyn,NY,11231,
29-RC-074298,Royal Pet Supplies,,,Edgewood,NY,11717,
29-RC-074513,Utopia Home Care Inc.,,,Kings Park,NY,11754,
29-RC-075054,Genting New York LLC d/b/a Resorts World Casino New York City,,,South Ozone Park,NY,11420,
29-RC-075317,"Peoples Accident Information Service, Inc. dba Secur-it",,,Flushing,NY,11358,
29-RC-075791,"First Student, Inc.",First Student,,Hicksville,NY,11801,
29-RC-075967,Farm Country Supermarket,,,Brooklyn,NY,11207,
29-RC-076719,Vantage at Purves Street Condominium,,,Floral Park,NY,11001,
29-RC-076915,"Park West Executive Services, Inc. a/k/a Town Cars",,,Long Island City,NY,11106,
29-RC-079957,"LGA Restaurants, L.P. d/b/a OTG",,,East Elmhurst,NY,11371,
29-RC-085212,"Guaranteed Security Service Enterprise, Inc.",,,Brooklyn,NY,11226,
29-RC-085257,Vision Pro Communications,,,Brooklyn,NY,11208,
29-RC-085638,"Astoria Car Wash & Hi-Tek 10 Minute Lube, Inc.",,,East Elmhurst,NY,11370,
29-RC-086626,Global Industrial Services,,,Woodbury,NY,11797,
29-RC-086636,"Local Concrete Supply & Equipment, LLC, d/b/a NYC Concrete Materials",,,Brooklyn,NY,11236,
29-RC-087305,L.I. Hotels LLC & L.I. Staffing LLC,,,Hauppauge,NY,11788,
29-RC-088680,Westshore Trucking,,,Staten Island,NY,10303,
29-RC-089038,Plexi-Craft Quality Products Corp. and Chelsea Plastics Corp.,Chelsea ,CA Jenkintown,Long Island City,NY,11101,
29-RC-089045,"Remington Long Island Employers, LLC",,,Hauppauge,NY,11788,
29-RC-089612,Lagmitz Paper and Plastic Co.,,,Brooklyn,NY,11206,
29-RC-090622,Ormond Pk Realty Mgt c/o Jefferson Owners,,,Rockville Centre,NY,11570,
29-RC-091222,Sutphin Car Wash,,,Jamaica,NY,11435,
29-RC-091807,"Mount Golda Cemetery Assn., Inc.",,,Huntington Station,NY,11746,
29-RC-095510,Stillwell Supply Corp.,,,Long Island City,NY,11101,
29-RC-095612,Air Serv Corp.,,,Flushing,NY,11371,
